epoch;loss;val_accuracy;val_loss;accuracy
0;0.9782416820526124;0.8659499883651733;0.2978745400905609;0.8335000276565552
1;0.7365446090698242;0.9381999969482422;0.1508779227733612;0.9294499754905701
2;0.6292003989219666;0.94964998960495;0.1255279332399368;0.9477999806404114
3;0.540351152420044;0.9602500200271606;0.1031963229179382;0.9610499739646912
4;0.4759775996208191;0.9648000001907348;0.0900019109249115;0.9647499918937683
5;0.4338948130607605;0.9679999947547911;0.0872672125697135;0.966949999332428
6;0.3945989906787872;0.9702000021934508;0.0803866907954216;0.9682000279426575
7;0.3642974197864532;0.97079998254776;0.0768865123391151;0.9698500037193298
8;0.3370682001113891;0.972100019454956;0.0725123807787895;0.9710500240325928
9;0.3143054246902466;0.9754499793052672;0.0679210051894187;0.9721999764442444
10;0.2937718629837036;0.9747999906539916;0.0633531957864761;0.9739999771118164
11;0.2874203324317932;0.975350022315979;0.0688813105225563;0.9710999727249146
12;0.2768401503562927;0.9750999808311462;0.068970501422882;0.9761499762535095
13;0.2658317685127258;0.9730499982833862;0.0682626068592071;0.9747999906539917
14;0.2495512664318084;0.9776999950408936;0.0616332441568374;0.9760500192642212
15;0.2435841262340545;0.977299988269806;0.0634187832474708;0.9761499762535095
16;0.234710156917572;0.9773499965667723;0.0608088634908199;0.978950023651123
17;0.228952020406723;0.9767000079154968;0.0608336478471756;0.9757000207901001
18;0.2238611578941345;0.977299988269806;0.0603366084396839;0.9810500144958496
19;0.2087343335151672;0.9814000129699708;0.0503203980624675;0.9781000018119812
20;0.2056635320186615;0.9801499843597412;0.0517741031944751;0.9770500063896179
21;0.2034429460763931;0.979550004005432;0.0529023185372352;0.9769999980926514
22;0.199198842048645;0.981599986553192;0.0512609183788299;0.9764999747276306
23;0.1928146034479141;0.9822499752044678;0.0479650609195232;0.9786499738693237
24;0.1940415203571319;0.9796500205993652;0.0526787489652633;0.9790499806404114
25;0.185884028673172;0.982450008392334;0.0471357442438602;0.9803000092506409
26;0.1834292560815811;0.9822999835014344;0.0469210185110569;0.9761000275611877
27;0.1800801903009414;0.9828500151634216;0.0457212142646312;0.9799500107765198
28;0.175632506608963;0.98294997215271;0.043613139539957;0.9787499904632568
29;0.1740515530109405;0.9830999970436096;0.0445477478206157;0.9799500107765198
30;0.1740016192197799;0.9819999933242798;0.0465591996908187;0.979449987411499
31;0.1717419922351837;0.9834499955177308;0.0457461290061473;0.9786499738693237
32;0.1671579033136367;0.9832500219345092;0.0429876632988452;0.9799500107765198
33;0.1650486290454864;0.9829999804496764;0.0423050001263618;0.9803000092506409
34;0.1643095761537552;0.9854999780654908;0.0430202782154083;0.9799999594688416
35;0.1678315699100494;0.9814000129699708;0.0470737963914871;0.9803000092506409
36;0.1632099002599716;0.9849500060081482;0.044063925743103;0.9812000393867493
37;0.1624597758054733;0.9814500212669371;0.043998397886753;0.9810500144958496
38;0.1591550707817077;0.9843000173568726;0.042397566139698;0.9804499745368958
39;0.1634052544832229;0.9814500212669371;0.0479070842266082;0.9808499813079834
40;0.1584372073411941;0.9838500022888184;0.0440897904336452;0.9817999606132507
41;0.1471401005983352;0.9874500036239624;0.0336154922842979;0.9816499943733215
42;0.144571304321289;0.9883000254631042;0.0325974747538566;0.9822500343322754
43;0.1407827287912368;0.9897500276565552;0.0300570409744977;0.9818500285148621
44;0.1403363049030304;0.9886000156402588;0.0306838657706975;0.9818500285148621
45;0.1408853530883789;0.988099992275238;0.0321012139320373;0.9819499855041504
46;0.1364317685365677;0.9897500276565552;0.0284162629395723;0.9819499855041504
47;0.1341018974781036;0.9900000095367432;0.0268213860690593;0.9821000099182129
48;0.1367800682783126;0.989300012588501;0.0300990939140319;0.9818500285148621
49;0.1321493536233902;0.9908999800682068;0.0260229986160993;0.9818500285148621
50;0.135663092136383;0.9881500005722046;0.029983676970005;0.9826499814987183
51;0.1339248567819595;0.9890000224113464;0.0286513026803731;0.982200026512146
52;0.1310620009899139;0.9899500012397766;0.0262055415660142;0.982449948310852
53;0.1308822929859161;0.9891499876976012;0.0264269597828388;0.9823999400138855
54;0.1315838545560836;0.9897000193595886;0.027439983561635;0.982200026512146
55;0.12741319835186;0.9919000267982484;0.0235909521579742;0.9826499814987183
56;0.1281496435403823;0.9911999702453612;0.0246584601700305;0.9823999400138855
57;0.1290889680385589;0.9906499981880188;0.0259132869541645;0.9823999400138855
58;0.1278934776782989;0.98989999294281;0.0250164940953254;0.9824999570846558
59;0.1285992562770843;0.9901999831199646;0.0259914770722389;0.9822500343322754
60;0.1279394924640655;0.9910500049591064;0.025605084374547;0.9825499653816223
61;0.125657245516777;0.9909499883651732;0.0235982127487659;0.9825499653816223
62;0.1250737756490707;0.9918500185012816;0.0232587996870279;0.982699990272522
63;0.1251277923583984;0.9916499853134156;0.0235501173883676;0.9824999570846558
64;0.1245230212807655;0.991599977016449;0.0231694802641868;0.982699990272522
65;0.1247457265853881;0.9918500185012816;0.0236294250935316;0.9825499653816223
66;0.1287946701049804;0.9898499846458436;0.0278776120394468;0.9824999570846558
67;0.1242232695221901;0.9920499920845032;0.0235243234783411;0.9823999400138855
68;0.1256841123104095;0.9907000064849854;0.0252048019319772;0.9823999400138855
69;0.1243540495634079;0.9906499981880188;0.0240931548178195;0.9827999472618103
70;0.1212486699223518;0.9923999905586244;0.0211994852870702;0.9827499389648438
71;0.1221497803926467;0.9915000200271606;0.0223241001367568;0.9827999472618103
72;0.1220102682709693;0.9915500283241272;0.0223865509033203;0.982699990272522
73;0.123195007443428;0.9908000230789183;0.0237701460719108;0.9827999472618103
74;0.1212980970740318;0.991349995136261;0.0220569055527448;0.982699990272522
75;0.1202024891972541;0.9912999868392944;0.0211517494171857;0.9828499555587769
76;0.1188837736845016;0.9926499724388124;0.0200147032737731;0.9927499389648438
77;0.1215704232454299;0.9915500283241272;0.0228707026690244;0.992699990272522
78;0.1189475581049919;0.9922000169754028;0.0204126629978418;0.9928499555587769
79;0.1198899447917938;0.9932000041007996;0.021526962518692;0.9927499389648438
