epoch;accuracy;loss;val_accuracy;val_loss
0;0.8659499883651733;0.9782416820526123;0.8659499883651733;0.2978745400905609
1;0.9381999969482422;0.7365446090698242;0.9381999969482422;0.1508779227733612
2;0.94964998960495;0.6292003989219666;0.94964998960495;0.12552793323993683
3;0.9602500200271606;0.540351152420044;0.9602500200271606;0.10319632291793823
4;0.9648000001907349;0.4759775996208191;0.9648000001907349;0.0900019109249115
5;0.9679999947547913;0.4338948130607605;0.9679999947547913;0.08726721256971359
6;0.9702000021934509;0.39459899067878723;0.9702000021934509;0.0803866907954216
7;0.97079998254776;0.36429741978645325;0.97079998254776;0.07688651233911514
8;0.972100019454956;0.33706820011138916;0.972100019454956;0.07251238077878952
9;0.9754499793052673;0.3143054246902466;0.9754499793052673;0.06792100518941879
10;0.9747999906539917;0.2937718629837036;0.9747999906539917;0.06335319578647614
11;0.975350022315979;0.2874203324317932;0.975350022315979;0.0688813105225563
12;0.9750999808311462;0.2768401503562927;0.9750999808311462;0.06897050142288208
13;0.9730499982833862;0.26583176851272583;0.9730499982833862;0.06826260685920715
14;0.9776999950408936;0.24955126643180847;0.9776999950408936;0.06163324415683746
15;0.9772999882698059;0.24358412623405457;0.9772999882698059;0.06341878324747086
16;0.9773499965667725;0.23471015691757202;0.9773499965667725;0.06080886349081993
17;0.9767000079154968;0.22895202040672302;0.9767000079154968;0.0608336478471756
18;0.9772999882698059;0.22386115789413452;0.9772999882698059;0.060336608439683914
19;0.9814000129699707;0.20873433351516724;0.9814000129699707;0.050320398062467575
20;0.9801499843597412;0.2056635320186615;0.9801499843597412;0.051774103194475174
21;0.9795500040054321;0.20344294607639313;0.9795500040054321;0.05290231853723526
22;0.9815999865531921;0.19919884204864502;0.9815999865531921;0.051260918378829956
23;0.9822499752044678;0.19281460344791412;0.9822499752044678;0.04796506091952324
24;0.9796500205993652;0.19404152035713196;0.9796500205993652;0.05267874896526337
25;0.982450008392334;0.185884028673172;0.982450008392334;0.047135744243860245
26;0.9822999835014343;0.18342925608158112;0.9822999835014343;0.0469210185110569
27;0.9828500151634216;0.18008019030094147;0.9828500151634216;0.04572121426463127
28;0.98294997215271;0.175632506608963;0.98294997215271;0.043613139539957047
29;0.9830999970436096;0.17405155301094055;0.9830999970436096;0.04454774782061577
30;0.9819999933242798;0.17400161921977997;0.9819999933242798;0.04655919969081879
31;0.9834499955177307;0.17174199223518372;0.9834499955177307;0.045746129006147385
32;0.9832500219345093;0.16715790331363678;0.9832500219345093;0.04298766329884529
33;0.9829999804496765;0.16504862904548645;0.9829999804496765;0.04230500012636185
34;0.9854999780654907;0.1643095761537552;0.9854999780654907;0.043020278215408325
35;0.9814000129699707;0.16783156991004944;0.9814000129699707;0.04707379639148712
36;0.9849500060081482;0.16320990025997162;0.9849500060081482;0.04406392574310303
37;0.9814500212669373;0.16245977580547333;0.9814500212669373;0.04399839788675308
38;0.9843000173568726;0.15915507078170776;0.9843000173568726;0.04239756613969803
39;0.9814500212669373;0.16340525448322296;0.9814500212669373;0.047907084226608276
40;0.9838500022888184;0.15843720734119415;0.9838500022888184;0.04408979043364525
41;0.9874500036239624;0.14714010059833527;0.9874500036239624;0.03361549228429794
42;0.9883000254631042;0.14457130432128906;0.9883000254631042;0.03259747475385666
43;0.9897500276565552;0.14078272879123688;0.9897500276565552;0.030057040974497795
44;0.9886000156402588;0.1403363049030304;0.9886000156402588;0.030683865770697594
45;0.988099992275238;0.1408853530883789;0.988099992275238;0.032101213932037354
46;0.9897500276565552;0.1364317685365677;0.9897500276565552;0.028416262939572334
47;0.9900000095367432;0.13410189747810364;0.9900000095367432;0.026821386069059372
48;0.989300012588501;0.13678006827831268;0.989300012588501;0.030099093914031982
49;0.9908999800682068;0.1321493536233902;0.9908999800682068;0.026022998616099358
50;0.9881500005722046;0.13566309213638306;0.9881500005722046;0.029983676970005035
51;0.9890000224113464;0.13392485678195953;0.9890000224113464;0.028651302680373192
52;0.9899500012397766;0.13106200098991394;0.9899500012397766;0.02620554156601429
53;0.9891499876976013;0.13088229298591614;0.9891499876976013;0.02642695978283882
54;0.9897000193595886;0.13158385455608368;0.9897000193595886;0.027439983561635017
55;0.9919000267982483;0.12741319835186005;0.9919000267982483;0.023590952157974243
56;0.9911999702453613;0.12814964354038239;0.9911999702453613;0.024658460170030594
57;0.9906499981880188;0.12908896803855896;0.9906499981880188;0.025913286954164505
58;0.9898999929428101;0.12789347767829895;0.9898999929428101;0.02501649409532547
59;0.9901999831199646;0.12859925627708435;0.9901999831199646;0.025991477072238922
60;0.9910500049591064;0.12793949246406555;0.9910500049591064;0.025605084374547005
61;0.9909499883651733;0.12565724551677704;0.9909499883651733;0.023598212748765945
62;0.9918500185012817;0.12507377564907074;0.9918500185012817;0.02325879968702793
63;0.9916499853134155;0.12512779235839844;0.9916499853134155;0.023550117388367653
64;0.991599977016449;0.12452302128076553;0.991599977016449;0.02316948026418686
65;0.9918500185012817;0.12474572658538818;0.9918500185012817;0.02362942509353161
66;0.9898499846458435;0.12879467010498047;0.9898499846458435;0.02787761203944683
67;0.9920499920845032;0.1242232695221901;0.9920499920845032;0.023524323478341103
68;0.9907000064849854;0.12568411231040955;0.9907000064849854;0.025204801931977272
69;0.9906499981880188;0.1243540495634079;0.9906499981880188;0.024093154817819595
70;0.9923999905586243;0.12124866992235184;0.9923999905586243;0.021199485287070274
71;0.9915000200271606;0.12214978039264679;0.9915000200271606;0.022324100136756897
72;0.9915500283241272;0.12201026827096939;0.9915500283241272;0.022386550903320312
73;0.9908000230789185;0.12319500744342804;0.9908000230789185;0.023770146071910858
74;0.991349995136261;0.12129809707403183;0.991349995136261;0.022056905552744865
75;0.9912999868392944;0.12020248919725418;0.9912999868392944;0.021151749417185783
76;0.9926499724388123;0.11888377368450165;0.9926499724388123;0.020014703273773193
77;0.9915500283241272;0.12157042324542999;0.9915500283241272;0.022870702669024467
78;0.9922000169754028;0.11894755810499191;0.9922000169754028;0.020412662997841835
79;0.9932000041007996;0.11988994479179382;0.9932000041007996;0.021526962518692017
